id,title,description,link,condition,price,availability,image link,gtin,mpn,brand,google product category,shipping weight,sale price,sale price effective date,additional image link,product type,custom label 0
A3038U-Y,Bull & Bear - Set of 50 -  Financial Birthday Cards,"The bull and bear are having target practice in this clever cartoon drawn by Posty Cards' artist Adam G. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Bull_Bear_A3038U,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3038.jpg,,A3038U-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Financial Birthday Card,15Off
A3039D-Y,Birthday Pattern - Set of 50 -  Business Birthday Cards,"A budget-friendly birthday card that is perfect for kids of all ages. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Birthday_Pattern_A3039D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3039.jpg,,A3039D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A3041D-Y,Birthday Cash - Set of 50 -  Financial Birthday Cards,"A fun birthday card for the financial industry. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Birthday_Cash_A3041D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3041.jpg,,A3041D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Financial Birthday Card,15Off
A3042T-Z,Package Icon - Set of 50 -  Business Birthday Cards,"A budget friendly birthday card with a fun birthday present icon. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Package_Icon_A3042T,new,27.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3042.jpg,,A3042T-Z,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A3043KW-X,Earth Day Leaves - Set of 50 -  Earth Day Cards,"Keep in touch with clients and employees on Earth Day with this Earth Day card. Printed with soy ink on 100% recycled, FSC&reg; certified paper.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Earth_Day_Leaves_A3043KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3043.jpg,,A3043KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Earth Day Card,15Off
A3044KW-X,Earth Day Cupcake - Set of 50 -  Earth Day Cards,"Earth Day is a great time to stay in touch with clients and customers. Use the imprint space inside the card to spread the word about what you are doing for the environment. Printed with soy ink on 30% recycled, FSC&reg; certified, embossed paper with an earthy look and feel.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Earth_Day_Cupcake_A3044KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3044.jpg,,A3044KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Earth Day Card,15Off
A3045KW-X,Earth Day - Set of 50 -  Earth Day Cards,"Show your concern for our planet by sending this Earth Day card with an organic look and feel. Printed with soy ink on FSC&reg; certified, 100% recycled, textured paper.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Earth_Day_A3045KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3045.jpg,,A3045KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Earth Day Card,15Off
A3046KW-X,Bamboo Thank You - Set of 50 -  Recycled Thank You Cards,"A green thank you card featuring bamboo leaves. Printed with soy ink on 30% recycled, FSC&reg; certified paper.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Bamboo_Thank_You_A3046KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3046.jpg,,A3046KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Recycled Thank You Card,15Off
A3048KW-X,Dancing Flowers - Set of 50 -  Recycled Birthday Cards,"These colorful graphic flowers are perfect for sending your environmentally friendly birthday wishes. Printed with soy ink on 30% recycled, FSC&reg; certified paper.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Dancing_Flowers_A3048KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3048.jpg,,A3048KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Recycled Birthday Card,15Off
A3049KW-X,Three Balloons - Set of 50 -  Recycled Birthday Cards,"This card is part of the Sustainable Sentiments&reg; line of greeting cards. The detailed balloon design on recycled paper will convey your concern for the environment. Printed with soy ink on 100% recycled, FSC&reg; certified paper.
Includes 26 white, 100% recycled, envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Three_Balloons_A3049KW,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3049.jpg,,A3049KW-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Recycled Birthday Card,15Off
A3050U-X,Crucified and Risen - Set of 50 -  Easter Cards,"An inspirational Easter card featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Crucified_and_Risen_A3050U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3050.jpg,,A3050U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Easter Card,15Off
A3054U-Y,Happy Autumn - Set of 50 -  Fall Greeting Cards,"A happy autumn card with beautiful fall leaves. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Happy_Autumn_A3054U,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3054.jpg,,A3054U-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Fall Greeting Card,15Off
A3055D-Y,Hearts - Set of 50 -  Valentine's Day Cards,"A contemporary Valentine's Day card printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Hearts_A3055D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3055.jpg,,A3055D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Valetine's Day Card,15Off
A3056D-Y,Clover - Set of 50 -  St. Patrick's Day Cards,"A green St. Patrick's Day card with a graphic clover and featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Clover_A3056D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3056.jpg,,A3056D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,St. Patrick's Day Card,15Off
A3058U-Y,Halloween Pumpkin - Set of 50 -  Halloween Cards,"A contemporary Halloween card that is perfect to send to clients, customers and employees. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Halloween_Pumpkin_A3058U,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3058.jpg,,A3058U-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Halloween Card,15Off
A3059U-X,Mother's Day Peony - Set of 50 -  Mother's Day Cards,"Remember all of the moms with this beautiful card featuring FSC&reg; certified paper and silver holographic foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Mothers_Day_Peony_A3059U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3059.jpg,,A3059U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Mother's Day Card,15Off
A3060U-Y,Father's Day Beach - Set of 50 -  Father's Day Cards,"Send relaxing Father's Day wishes with this ocean scene. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Fathers_Day_Beach_A3060U,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3060.jpg,,A3060U-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Father's Day Card,15Off
A3061U-X,Anniversary Wreath - Set of 50 -  Business Anniversary Cards,"A unique anniversary card featuring a wreath design and gold foil embossing. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Anniversary_Wreath_A3061U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3061.jpg,,A3061U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Anniversary Card,15Off
A3062U-Y,Bright Star Anniversary - Set of 50 -  Employee Anniversary Cards,"An anniversary card perfect for celebrating employee milestones. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Bright_Star_Anniversary_A3062U,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3062.jpg,,A3062U-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Employee Anniversary Card,15Off
A3063D-X,Cheerful Get Well - Set of 50 -  Get Well Cards,"A colorful get well card that is sure to cheer them up. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Cheerful_Get_Well_A3063D,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3063.jpg,,A3063D-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Get Well Card,15Off
A3064D-Y,Get Well Bandages - Set of 50 -  Get Well Cards,"Send get well wishes with these colorful bandages. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Get_Well_Bandages_A3064D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3064.jpg,,A3064D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Get Well Card,15Off
A3069D-X,Colorful Congrats - Set of 50 -  Congratulations Cards,"A fun congratulations card that can personalized with your choice of verse or write your own! Featuring FSC&reg; certified paper and gold holographic glitter foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Colorful_Congrats_A3069D,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3069.jpg,,A3069D-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Congratulations Card,15Off
A3070D-X,Colorful Welcome - Set of 50 -  Employee Welcome Cards,"Welcome new customers or employees with this colorful greeting card. Featuring FSC&reg; certified paper and gold holographic glitter foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Colorful_Welcome_A3070D,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3070.jpg,,A3070D-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Employee Welcome Card,15Off
A3071D-X,Sparkling Thank You - Set of 50 -  Business Thank You Cards,"This vibrant thank you card features a star design and gold holographic glitter foil embossing. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Sparkling_Thank_You_A3071D,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3071.jpg,,A3071D-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Thank You Card,15Off
A3072D-Y,Thanks - Set of 50 -  Business Thank You Cards,"A contemporary thank you card with a fun circle design. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Thanks_A3072D,new,33.00 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/A3072.jpg,,A3072D-Y,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Thank You Card,15Off
A3211P-ZZ,Green Leaves Birthday Postcard - Set of 50 -  Birthday Postcards,"This simple leaf design makes a great birthday postcard to send to clients, employees and customers. Featuring FSC&reg; certified paper.
No envelope included.",https://postycards.com/catalog/product/Green_Leaves_Birthday_Postcard_D3211P,new,24.50 USD,in stock,https://postycards.com/images/fck/Exterior/2013%20AO/D3211.jpg,,A3211P-ZZ,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Birthday PostCard,15Off
A4000G-4W,Golden Birthday - Set of 50 -  Business Birthday Cards,"This elegant, sophisticated birthday card needs to be seen in person to be fully appreciated. It features gold foil embossing on FSC├é┬« certified flash metallic paper. Request a sample.

Includes 26 gold foil lined envelopes for every 25 cards ordered.

Card Size: 7.5"" x 5.5""",https://postycards.com/catalog/product/Golden_Birthday_A4000G,new,78.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4000.jpg,,A4000G-4W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4001G-W,Mountain Majesty - Set of 50 -  Scenic Birthday Cards,"A stunning mountain landscape makes this birthday card one that stands out from the rest. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Mountain_Majesty_A4001G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4001.jpg,,A4001G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Scenic Birthday Card,15Off
A4002G-W,Red Rock Coast - Set of 50 -  Scenic Birthday Cards,"This scenic business birthday card features a breathtaking photograph  of the Red Rock coast and gold foil embossing. Printed on FSC&reg; certified paper.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Red_Rock_Coast_A4002G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4002.jpg,,A4002G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Scenic Birthday Card,15Off
A4003G-W,Fashionable Stripes - Set of 50 -  Business Birthday Cards,"A cheerful and sophisticated birthday card with many colors, textures and patterns. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Fashionable_Stripes_A4003G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4003.jpg,,A4003G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4004S-W,Modern Birthday - Set of 50 -  Business Birthday Cards,"A modern birthday card with a corporate, executive feel. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 silver foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Modern_Birthday_A4004S,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4004.jpg,,A4004S-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4005G-W,Damask Greetings - Set of 50 -  Business Birthday Cards,"A corporate birthday card with a delicate damask border. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Damask_Greetings_A4005G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4005.jpg,,A4005G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4006G-W,Colorful Wall Street - Set of 50 -  Financial Birthday Cards,"A traditional birthday card with a financial twist. This colorful  balloons birthday card with a bull and bear is perfect for anyone in the  financial industry. Featuring FSC&reg; certified paper and gold holographic sparkle foil embossing.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Colorful_Wall_Street_A4006G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4006.jpg,,A4006G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Financial Birthday Card,15Off
A4007S-W,Elegant Swirl - Set of 50 -  Corporate Birthday Cards,"An elegant business birthday card with a contemporary swirl design. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 silver foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Elegant_Swirl_A4007S,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4007.jpg,,A4007S-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Corporate Birthday Card,15Off
A4008G-W,Celebration Stars - Set of 50 -  Business Birthday Cards,"A bright and cheerful birthday card that is sure to bring a smile to anyone's face. Featuring FSC&reg; certified paper and gold holographic and silver foil embossing.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Celebration_Stars_A4008G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4008.jpg,,A4008G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4009G-W,Stylish Birthday - Set of 50 -  Business Birthday Cards,"A classic corporate birthday card featuring FSC├é┬« certified paper and gold foil embossing.

Includes 26 gold foil lined envelopes for every 25 cards ordered.

Card Size: 7.5"" x 5.5""",https://postycards.com/catalog/product/Stylish_Birthday_A4009G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4009.jpg,,A4009G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4011G-W,Birthday Tulips - Set of 50 -  Floral Birthday Cards,"This floral watercolor painting was done by Posty Cards' artist Ann M. It features gold foil embossing and is printed on FSC&reg; certified, 30% recycled, textured paper.
Includes 26 gold foil lined envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Birthday_Tulips_A4011G,new,43.50 USD,in stock,https://postycards.com/images/fck/Exterior/Via%20Felt/A4011.jpg,,A4011G-W,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Floral Birthday Card,15Off
A4012U-X,Dotted Birthday - Set of 50 -  Business Birthday Cards,"A simple yet classic design to send to clients and employees. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Dotted_Birthday_A4012U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4012.jpg,,A4012U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4013U-X,Birthday Filigree - Set of 50 -  Business Birthday Cards,"This birthday card has a modern, abstract background with a vintage filigree foil embossed design. Featuring 30% recycled, textured, FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Birthday_Filigree_A4013U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/Via%20Felt/A4013.jpg,,A4013U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4014U-X,Birthday Bubbles - Set of 50 -  Business Birthday Cards,"A fun, bubbly birthday card that is perfect for kids of all ages. Featuring FSC&reg; certified paper and silver holographic foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Birthday_Bubbles_A4014U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4014.jpg,,A4014U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
A4016U-X,Sunset Sail - Set of 50 -  Travel Birthday Cards,"A birthday card with a beautiful sunset and a sailboat in the distance. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Sunset_Sail_A4016U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4016.jpg,,A4016U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Travel Birthday Card,15Off
A4018U-X,Classic Floral - Set of 50 -  Floral Birthday Cards,"This stunning birthday card showcases a classic black and white floral photograph. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Classic_Floral_A4018U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4018.jpg,,A4018U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Floral Birthday Card,15Off
A4019U-X,Porch View - Set of 50 -  Scenic Birthday Cards,"Your customers and clients will feel relaxed just looking at the porch view on this birthday card. Featuring FSC├é┬« certified paper and silver foil embossing.

Includes 26 white envelopes for every 25 cards ordered.

Card Size: 7.5"" x 5.5""",https://postycards.com/catalog/product/Porch_View_A4019U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4019.jpg,,A4019U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Scenic Birthday Card,15Off
A4021U-X,Patriotic Pattern - Set of 50 -  Patriotic Birthday Cards,"A business birthday card with a fun, yet subtle patriotic design. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Patriotic_Pattern_A4021U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4021.jpg,,A4021U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Patriotic Birthday Card,15Off
A4023U-X,Money Market - Set of 50 -  Financial Birthday Cards,"A striking financial birthday card featuring FSC├é┬« certified paper and gold holographic foil embossing.

Includes 26 white envelopes for every 25 cards ordered.

Card Size: 7.5"" x 5.5""",https://postycards.com/catalog/product/Money_Market_A4023U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4023.jpg,,A4023U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Financial Birthday Card,15Off
A4024U-X,Rejoice Birthday - Set of 50 -  Religious Birthday Cards,"A beautiful sunset scene with Psalm 118:24 in the upper right corner. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Rejoice_Birthday_A4024U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4024.jpg,,A4024U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Religious Birthday Card,15Off
A4025U-X,Golf Ball - Set of 50 -  Golf Birthday Cards,"This fun birthday card is perfect for the golf enthusiasts in your life. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Golf_Ball_A4025U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4025.jpg,,A4025U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Golf Birthday Card,15Off
A4026U-X,Weekend Retreat - Set of 50 -  Home Theme Birthday Cards,"This business birthday card with an inviting home is perfect for anyone  in the insurance or real estate industries. Featuring FSC&reg; certified paper and gold foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Weekend_Retreat_A4026U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4026.jpg,,A4026U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Home Theme Birthday Card,15Off
A4027U-X,Chinese Balloons - Set of 50 -  Chinese Birthday Cards,"A Chinese birthday card with a colorful balloon design. Featuring FSC&reg; certified paper and gold foil stamping.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Chinese_Balloons_A4027U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4027.jpg,,A4027U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Chinese Birthday Card,15Off
A4029U-X,Vital Birthday - Set of 50 -  Medical Birthday Cards,"A clever birthday card design for the medical industry. Featuring FSC├é┬« certified paper and gold foil embossing.

Includes 26 white envelopes for every 25 cards ordered.

Card Size: 7.5"" x 5.5""",https://postycards.com/catalog/product/Vital_Birthday_A4029U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4029.jpg,,A4029U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Medical Birthday Card,15Off
A4030U-X,Birthday Money Tree - Set of 50 -  Financial Birthday Cards,"This clever financial birthday card needs to be seen in person to be fully appreciated. Featuring FSC&reg; certified paper, green foil stamping and a blind embossed tree. Request a sample.
Includes 26 white envelopes for every 25 cards ordered.
&nbsp;",https://postycards.com/catalog/product/Birthday_Money_Tree_A4030U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4030.jpg,,A4030U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Financial Birthday Card,15Off
A4031U-X,Star Cupcake - Set of 50 -  Business Birthday Cards,"A fun and cheerful birthday card with a bright pink cupcake. Featuring FSC&reg; certified paper and silver foil embossing.
Includes 26 white envelopes for every 25 cards ordered.",https://postycards.com/catalog/product/Star_Cupcake_A4031U,new,37.00 USD,in stock,https://postycards.com/images/fck/Exterior/2014%20AO/A4031.jpg,,A4031U-X,Posty Cards Inc.,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,1 lb,,,,Business Birthday Card,15Off
